timestamp,stall,product,price
2026-04-20 13:40:33.187480,Stall 5,banana,199.18590556169215
2026-04-20 13:40:33.187480,Stall 6,tomato,595.6918167796322
2026-04-20 13:40:33.187480,Stall 6,milk,327.5276500119059
2026-04-20 13:40:33.187480,Stall 6,tilapia,699.7124727992579
2026-04-20 13:40:33.187480,Stall 6,banana,240.87467201410684
2026-04-20 13:40:33.187480,Stall 7,tomato,611.4105940792513
2026-04-20 13:40:33.187480,Stall 7,milk,427.2143937638843
2026-04-20 13:40:33.187480,Stall 7,tilapia,766.1178469941424
2026-04-20 13:40:33.187480,Stall 7,banana,195.37674549986298
2026-04-20 13:40:33.187480,Stall 8,tomato,582.1052861287225
2026-04-20 13:40:33.187480,Stall 8,milk,381.46792568949263
2026-04-20 13:40:33.187480,Stall 8,tilapia,851.0596823768984
2026-04-20 13:40:33.187480,Stall 8,banana,253.244186279022
2026-04-20 13:40:33.187480,Stall 9,tomato,651.3152367916107
2026-04-20 13:40:33.187480,Stall 9,milk,334.251591070387
2026-04-20 13:40:33.187480,Stall 9,tilapia,750.9863443691138
2026-04-20 13:40:33.187480,Stall 9,banana,237.10547652010993
2026-04-20 13:40:33.187480,Stall 10,tomato,583.6535123473947
2026-04-20 13:40:33.187480,Stall 10,milk,397.2249257489291
2026-04-20 13:40:33.187480,Stall 10,tilapia,812.4111478261958
2026-04-20 13:40:33.187480,Stall 10,banana,237.50988266927178
2026-04-20 13:40:33.187480,Stall 11,tomato,571.8976735122743
2026-04-20 13:40:33.187480,Stall 11,milk,357.8540306379405
2026-04-20 13:40:33.187480,Stall 11,tilapia,713.5680202875158
2026-04-20 13:40:33.187480,Stall 11,banana,234.194050852256
2026-04-20 13:40:33.187480,Stall 12,tomato,560.3565310551281
2026-04-20 13:40:33.187480,Stall 12,milk,401.4933259371492
2026-04-20 13:40:33.187480,Stall 12,tilapia,673.2397618861818
2026-04-20 13:40:33.187480,Stall 12,banana,210.4714255334061
2026-04-20 14:10:33.187480,Stall 1,tomato,688.7617507103251
2026-04-20 14:10:33.187480,Stall 1,milk,359.1852203087901
2026-04-20 14:10:33.187480,Stall 1,tilapia,703.6724067967077
2026-04-20 14:10:33.187480,Stall 1,banana,215.23976489867246
2026-04-20 14:10:33.187480,Stall 2,tomato,589.6572862399436
2026-04-20 14:10:33.187480,Stall 2,milk,387.18797463090675
2026-04-20 14:10:33.187480,Stall 2,tilapia,770.6932383471906
2026-04-20 14:10:33.187480,Stall 2,banana,209.79904711159705
2026-04-20 14:10:33.187480,Stall 3,tomato,643.1431284710715
2026-04-20 14:10:33.187480,Stall 3,milk,377.98633780663
2026-04-20 14:10:33.187480,Stall 3,tilapia,763.6066397013134
2026-04-20 14:10:33.187480,Stall 3,banana,229.0367165157344
2026-04-20 14:10:33.187480,Stall 4,tomato,616.8148809978608
2026-04-20 14:10:33.187480,Stall 4,milk,414.27603123915515
2026-04-20 14:10:33.187480,Stall 4,tilapia,664.044023896511
2026-04-20 14:10:33.187480,Stall 4,banana,239.7953826714716
2026-04-20 14:10:33.187480,Stall 5,tomato,649.4687433322359
2026-04-20 14:10:33.187480,Stall 5,milk,370.3689361578641
2026-04-20 14:10:33.187480,Stall 5,tilapia,833.3228641224182
2026-04-20 14:10:33.187480,Stall 5,banana,214.91515981194152
2026-04-20 14:10:33.187480,Stall 6,tomato,564.1520984767851
2026-04-20 14:10:33.187480,Stall 6,milk,331.61282935536354
2026-04-20 14:10:33.187480,Stall 6,tilapia,706.9208475321872
2026-04-20 14:10:33.187480,Stall 6,banana,204.3328764533256
2026-04-20 14:10:33.187480,Stall 7,tomato,617.1865142637085
2026-04-20 14:10:33.187480,Stall 7,milk,415.74661021277035
2026-04-20 14:10:33.187480,Stall 7,tilapia,637.8719116921179
2026-04-20 14:10:33.187480,Stall 7,banana,212.52423788378704
2026-04-20 14:10:33.187480,Stall 8,tomato,596.0532354281052
2026-04-20 14:10:33.187480,Stall 8,milk,406.70373182296026
2026-04-20 14:10:33.187480,Stall 8,tilapia,852.5376146512701
2026-04-20 14:10:33.187480,Stall 8,banana,205.19879356645842
2026-04-20 14:10:33.187480,Stall 9,tomato,615.7565131980043
2026-04-20 14:10:33.187480,Stall 9,milk,335.3953932727258
2026-04-20 14:10:33.187480,Stall 9,tilapia,671.243570787553
2026-04-20 14:10:33.187480,Stall 9,banana,222.59109273387588
2026-04-20 14:10:33.187480,Stall 10,tomato,532.7995155390691
2026-04-20 14:10:33.187480,Stall 10,milk,367.44593926595564
2026-04-20 14:10:33.187480,Stall 10,tilapia,755.3074407294616
2026-04-20 14:10:33.187480,Stall 10,banana,202.7597542385556
2026-04-20 14:10:33.187480,Stall 11,tomato,646.793083431208
2026-04-20 14:10:33.187480,Stall 11,milk,424.97195828317484
2026-04-20 14:10:33.187480,Stall 11,tilapia,674.0202419974216
2026-04-20 14:10:33.187480,Stall 11,banana,202.29504111786554
2026-04-20 14:10:33.187480,Stall 12,tomato,532.7154824204532
2026-04-20 14:10:33.187480,Stall 12,milk,428.0884080457532
2026-04-20 14:10:33.187480,Stall 12,tilapia,688.2656275801089
2026-04-20 14:10:33.187480,Stall 12,banana,254.56735361612797
2026-04-20 14:40:33.187480,Stall 1,tomato,635.3854840985854
2026-04-20 14:40:33.187480,Stall 1,milk,422.9695186530955
2026-04-20 14:40:33.187480,Stall 1,tilapia,802.1456565118104
2026-04-20 14:40:33.187480,Stall 1,banana,222.58134487008599
2026-04-20 14:40:33.187480,Stall 2,tomato,545.9670040203727
2026-04-20 14:40:33.187480,Stall 2,milk,365.39966804302145
2026-04-20 14:40:33.187480,Stall 2,tilapia,772.6335611636202
2026-04-20 14:40:33.187480,Stall 2,banana,241.14660936061162
2026-04-20 14:40:33.187480,Stall 3,tomato,667.9462781055269
2026-04-20 14:40:33.187480,Stall 3,milk,336.06358466933216
2026-04-20 14:40:33.187480,Stall 3,tilapia,782.5747379453958
2026-04-20 14:40:33.187480,Stall 3,banana,252.67677949654683
2026-04-20 14:40:33.187480,Stall 4,tomato,674.1118542776181
2026-04-20 14:40:33.187480,Stall 4,milk,353.6281704935056
2026-04-20 14:40:33.187480,Stall 4,tilapia,702.1184980111224
2026-04-20 14:40:33.187480,Stall 4,banana,200.10301978818885
2026-04-20 14:40:33.187480,Stall 5,tomato,654.8122094988919
2026-04-20 14:40:33.187480,Stall 5,milk,381.2204860771389
2026-04-20 14:40:33.187480,Stall 5,tilapia,813.9404604490414
2026-04-20 14:40:33.187480,Stall 5,banana,191.31898597643058
2026-04-20 14:40:33.187480,Stall 6,tomato,519.5786635579473
2026-04-20 14:40:33.187480,Stall 6,milk,336.4771663571001
2026-04-20 14:40:33.187480,Stall 6,tilapia,782.7728425453956
2026-04-20 14:40:33.187480,Stall 6,banana,229.83148954331105
2026-04-20 14:40:33.187480,Stall 7,tomato,620.5313014305314
2026-04-20 14:40:33.187480,Stall 7,milk,394.0346523546019
2026-04-20 14:40:33.187480,Stall 7,tilapia,731.0324850107318
2026-04-20 14:40:33.187480,Stall 7,banana,238.3990983798491
2026-04-20 14:40:33.187480,Stall 8,tomato,549.7586169823408
2026-04-20 14:40:33.187480,Stall 8,milk,391.12767986964826
2026-04-20 14:40:33.187480,Stall 8,tilapia,652.2750324589082
2026-04-20 14:40:33.187480,Stall 8,banana,214.42178575044545
2026-04-20 14:40:33.187480,Stall 9,tomato,619.6385440062362
2026-04-20 14:40:33.187480,Stall 9,milk,380.25545238454293
2026-04-20 14:40:33.187480,Stall 9,tilapia,718.4957942806287
2026-04-20 14:40:33.187480,Stall 9,banana,192.15342066368117
2026-04-20 14:40:33.187480,Stall 10,tomato,540.9213151644813
2026-04-20 14:40:33.187480,Stall 10,milk,370.2354707923691
2026-04-20 14:40:33.187480,Stall 10,tilapia,809.0233644601541
2026-04-20 14:40:33.187480,Stall 10,banana,217.24571031543638
2026-04-20 14:40:33.187480,Stall 11,tomato,532.965972800539
2026-04-20 14:40:33.187480,Stall 11,milk,403.074820036679
2026-04-20 14:40:33.187480,Stall 11,tilapia,816.2629244314594
2026-04-20 14:40:33.187480,Stall 11,banana,194.25907254714
2026-04-20 14:40:33.187480,Stall 12,tomato,617.6171851124975
2026-04-20 14:40:33.187480,Stall 12,milk,404.23865654456125
2026-04-20 14:40:33.187480,Stall 12,tilapia,718.0532731283912
2026-04-20 14:40:33.187480,Stall 12,banana,226.1477777414532
2026-04-20 15:10:33.187480,Stall 1,tomato,560.3552781954343
2026-04-20 15:10:33.187480,Stall 1,milk,328.57700493344163
2026-04-20 15:10:33.187480,Stall 1,tilapia,810.3713108586547
2026-04-20 15:10:33.187480,Stall 1,banana,239.65519759848755
2026-04-20 15:10:33.187480,Stall 2,tomato,511.5910076997785
2026-04-20 15:10:33.187480,Stall 2,milk,338.4555961024515
2026-04-20 15:10:33.187480,Stall 2,tilapia,677.5397083932824
2026-04-20 15:10:33.187480,Stall 2,banana,224.84644195870322
2026-04-20 15:10:33.187480,Stall 3,tomato,546.5048512878202
2026-04-20 15:10:33.187480,Stall 3,milk,328.306651278774
2026-04-20 15:10:33.187480,Stall 3,tilapia,751.7851679440527
2026-04-20 15:10:33.187480,Stall 3,banana,237.32109474588378
2026-04-20 15:10:33.187480,Stall 4,tomato,683.5396857924715
2026-04-20 15:10:33.187480,Stall 4,milk,407.8460044013621
2026-04-20 15:10:33.187480,Stall 4,tilapia,640.881813485324
2026-04-20 15:10:33.187480,Stall 4,banana,257.79112407245077
2026-04-20 15:10:33.187480,Stall 5,tomato,597.284324062023
2026-04-20 15:10:33.187480,Stall 5,milk,400.1697738206734
2026-04-20 15:10:33.187480,Stall 5,tilapia,687.3026521756072
2026-04-20 15:10:33.187480,Stall 5,banana,230.10253926362896
2026-04-20 15:10:33.187480,Stall 6,tomato,580.5813583232331
2026-04-20 15:10:33.187480,Stall 6,milk,418.51509022892657
2026-04-20 15:10:33.187480,Stall 6,tilapia,775.5197749862095
2026-04-20 15:10:33.187480,Stall 6,banana,231.3823286608088
2026-04-20 15:10:33.187480,Stall 7,tomato,650.1377807396267
2026-04-20 15:10:33.187480,Stall 7,milk,361.37926546174316
2026-04-20 15:10:33.187480,Stall 7,tilapia,746.0562384841405
2026-04-20 15:10:33.187480,Stall 7,banana,231.47679215421758
2026-04-20 15:10:33.187480,Stall 8,tomato,524.8701231568592
2026-04-20 15:10:33.187480,Stall 8,milk,366.04684857221935
2026-04-20 15:10:33.187480,Stall 8,tilapia,710.8696901059135
2026-04-20 15:10:33.187480,Stall 8,banana,244.59085210941802
2026-04-20 15:10:33.187480,Stall 9,tomato,615.0211184435387
2026-04-20 15:10:33.187480,Stall 9,milk,357.0616688256598
2026-04-20 15:10:33.187480,Stall 9,tilapia,852.4865022910049
2026-04-20 15:10:33.187480,Stall 9,banana,217.5026629833014
2026-04-20 15:10:33.187480,Stall 10,tomato,567.8651226817037
2026-04-20 15:10:33.187480,Stall 10,milk,376.68877335787323
2026-04-20 15:10:33.187480,Stall 10,tilapia,650.3265103491394
2026-04-20 15:10:33.187480,Stall 10,banana,248.51514949567542
2026-04-20 15:10:33.187480,Stall 11,tomato,550.6099561535036
2026-04-20 15:10:33.187480,Stall 11,milk,405.0872147874277
2026-04-20 15:10:33.187480,Stall 11,tilapia,657.2848797795085
2026-04-20 15:10:33.187480,Stall 11,banana,199.38236934149725
2026-04-20 15:10:33.187480,Stall 12,tomato,619.3719553797554
2026-04-20 15:10:33.187480,Stall 12,milk,360.3324521063036
2026-04-20 15:10:33.187480,Stall 12,tilapia,726.6894220159165
2026-04-20 15:10:33.187480,Stall 12,banana,240.33491611083932
2026-04-20 15:40:33.187480,Stall 1,tomato,590.1546291061046
2026-04-20 15:40:33.187480,Stall 1,milk,420.10013728563064
2026-04-20 15:40:33.187480,Stall 1,tilapia,855.3317533499178
2026-04-20 15:40:33.187480,Stall 1,banana,233.95669916215854
2026-04-20 15:40:33.187480,Stall 2,tomato,549.0326472956247
2026-04-20 15:40:33.187480,Stall 2,milk,349.5583828411694
2026-04-20 15:40:33.187480,Stall 2,tilapia,836.1089314112536
2026-04-20 15:40:33.187480,Stall 2,banana,211.8419246355281
2026-04-20 15:40:33.187480,Stall 3,tomato,673.8453236279644
2026-04-20 15:40:33.187480,Stall 3,milk,423.83757691952354
2026-04-20 15:40:33.187480,Stall 3,tilapia,690.7622784306999
2026-04-20 15:40:33.187480,Stall 3,banana,252.2085055783113
2026-04-20 15:40:33.187480,Stall 4,tomato,660.9104010180984
2026-04-20 15:40:33.187480,Stall 4,milk,429.98304989445046
2026-04-20 15:40:33.187480,Stall 4,tilapia,849.5709224864484
2026-04-20 15:40:33.187480,Stall 4,banana,240.98218656849474
2026-04-20 15:40:33.187480,Stall 5,tomato,672.8227201709673
2026-04-20 15:40:33.187480,Stall 5,milk,382.8288962957965
2026-04-20 15:40:33.187480,Stall 5,tilapia,687.9271094572364
2026-04-20 15:40:33.187480,Stall 5,banana,255.20638351856914
2026-04-20 15:40:33.187480,Stall 6,tomato,555.3152126630582
2026-04-20 15:40:33.187480,Stall 6,milk,408.46719177595946
2026-04-20 15:40:33.187480,Stall 6,tilapia,768.7498730358226
2026-04-20 15:40:33.187480,Stall 6,banana,214.1831721081915
2026-04-20 15:40:33.187480,Stall 7,tomato,539.1882211688271
2026-04-20 15:40:33.187480,Stall 7,milk,332.82020773742966
2026-04-20 15:40:33.187480,Stall 7,tilapia,756.2345321386725
2026-04-20 15:40:33.187480,Stall 7,banana,257.84126505594696
2026-04-20 15:40:33.187480,Stall 8,tomato,661.7263400536103
2026-04-20 15:40:33.187480,Stall 8,milk,380.9282128104847
2026-04-20 15:40:33.187480,Stall 8,tilapia,694.82450121083
2026-04-20 15:40:33.187480,Stall 8,banana,195.54036447872005
2026-04-20 15:40:33.187480,Stall 9,tomato,585.648300035207
2026-04-20 15:40:33.187480,Stall 9,milk,417.9089128322122
2026-04-20 15:40:33.187480,Stall 9,tilapia,703.6884639868229
2026-04-20 15:40:33.187480,Stall 9,banana,227.24978486035076
2026-04-20 15:40:33.187480,Stall 10,tomato,511.34245312940897
2026-04-20 15:40:33.187480,Stall 10,milk,352.54280432093833
2026-04-20 15:40:33.187480,Stall 10,tilapia,774.8568181032797
2026-04-20 15:40:33.187480,Stall 10,banana,220.44316855383292
2026-04-20 15:40:33.187480,Stall 11,tomato,644.8211972945423
2026-04-20 15:40:33.187480,Stall 11,milk,416.8886913926874
2026-04-20 15:40:33.187480,Stall 11,tilapia,687.5106773886739
2026-04-20 15:40:33.187480,Stall 11,banana,215.34768962098912
2026-04-20 15:40:33.187480,Stall 12,tomato,681.2625601161191
2026-04-20 15:40:33.187480,Stall 12,milk,422.44909746358843
2026-04-20 15:40:33.187480,Stall 12,tilapia,788.8592439545642
2026-04-20 15:40:33.187480,Stall 12,banana,219.04811562251987
2026-04-20 16:10:33.187480,Stall 1,tomato,676.1326436822536
2026-04-20 16:10:33.187480,Stall 1,milk,374.2797056821826
2026-04-20 16:10:33.187480,Stall 1,tilapia,849.1054092232553
2026-04-20 16:10:33.187480,Stall 1,banana,225.55152380747725
2026-04-20 16:10:33.187480,Stall 2,tomato,534.6252375063386
2026-04-20 16:10:33.187480,Stall 2,milk,402.21243860597224
2026-04-20 16:10:33.187480,Stall 2,tilapia,730.1442959022187
2026-04-20 16:10:33.187480,Stall 2,banana,237.59030621043254
2026-04-20 16:10:33.187480,Stall 3,tomato,560.419539440467
2026-04-20 16:10:33.187480,Stall 3,milk,382.44663612701953
2026-04-20 16:10:33.187480,Stall 3,tilapia,842.8466106775312
2026-04-20 16:10:33.187480,Stall 3,banana,233.86654293106133
2026-04-20 16:10:33.187480,Stall 4,tomato,569.1242644213527
2026-04-20 16:10:33.187480,Stall 4,milk,319.9440061708838
2026-04-20 16:10:33.187480,Stall 4,tilapia,788.6347221548035
2026-04-20 16:10:33.187480,Stall 4,banana,223.5658911480275
2026-04-20 16:10:33.187480,Stall 5,tomato,669.3744889704442
2026-04-20 16:10:33.187480,Stall 5,milk,352.1823318733566
2026-04-20 16:10:33.187480,Stall 5,tilapia,645.9361465353961
2026-04-20 16:10:33.187480,Stall 5,banana,257.720196281692
2026-04-20 16:10:33.187480,Stall 6,tomato,563.2723699611284
2026-04-20 16:10:33.187480,Stall 6,milk,365.53482497073406
2026-04-20 16:10:33.187480,Stall 6,tilapia,649.1746948368659
2026-04-20 16:10:33.187480,Stall 6,banana,194.77909209344986
2026-04-20 16:10:33.187480,Stall 7,tomato,645.4224188728583
2026-04-20 16:10:33.187480,Stall 7,milk,383.822040010152
2026-04-20 16:10:33.187480,Stall 7,tilapia,658.7754847892583
2026-04-20 16:10:33.187480,Stall 7,banana,216.9226048019654
2026-04-20 16:10:33.187480,Stall 8,tomato,625.3642403332412
2026-04-20 16:10:33.187480,Stall 8,milk,396.9138917420481
2026-04-20 16:10:33.187480,Stall 8,tilapia,811.0798521431954
2026-04-20 16:10:33.187480,Stall 8,banana,223.6334296878904
2026-04-20 16:10:33.187480,Stall 9,tomato,613.8979781445103
2026-04-20 16:10:33.187480,Stall 9,milk,338.09407288808234
2026-04-20 16:10:33.187480,Stall 9,tilapia,663.6061620629908
2026-04-20 16:10:33.187480,Stall 9,banana,205.02955601382374
2026-04-20 16:10:33.187480,Stall 10,tomato,535.4536783885058
2026-04-20 16:10:33.187480,Stall 10,milk,365.9007518581347
2026-04-20 16:10:33.187480,Stall 10,tilapia,834.7301074926299
2026-04-20 16:10:33.187480,Stall 10,banana,238.4598229186772
2026-04-20 16:10:33.187480,Stall 11,tomato,628.0159851783256
2026-04-20 16:10:33.187480,Stall 11,milk,328.66564437775367
2026-04-20 16:10:33.187480,Stall 11,tilapia,665.001956188488
2026-04-20 16:10:33.187480,Stall 11,banana,250.85806553185324
2026-04-20 16:10:33.187480,Stall 12,tomato,609.7730525112468
2026-04-20 16:10:33.187480,Stall 12,milk,390.6886918353974
2026-04-20 16:10:33.187480,Stall 12,tilapia,700.1409677191839
2026-04-20 16:10:33.187480,Stall 12,banana,252.09161850632427
2026-04-20 16:40:33.187480,Stall 1,tomato,565.8676204060074
2026-04-20 16:40:33.187480,Stall 1,milk,344.74169294809053
2026-04-20 16:40:33.187480,Stall 1,tilapia,810.0375179031965
2026-04-20 16:40:33.187480,Stall 1,banana,215.11202652145803
2026-04-20 16:40:33.187480,Stall 2,tomato,541.369559969247
2026-04-20 16:40:33.187480,Stall 2,milk,379.5596395593219
2026-04-20 16:40:33.187480,Stall 2,tilapia,700.0693449403686
2026-04-20 16:40:33.187480,Stall 2,banana,214.02768729981705
2026-04-20 16:40:33.187480,Stall 3,tomato,621.5673116099026
2026-04-20 16:40:33.187480,Stall 3,milk,347.9687873137175
2026-04-20 16:40:33.187480,Stall 3,tilapia,671.1433743254698
2026-04-20 16:40:33.187480,Stall 3,banana,225.2089476237318
2026-04-20 16:40:33.187480,Stall 4,tomato,671.5463943438479
2026-04-20 16:40:33.187480,Stall 4,milk,403.0253734717867
2026-04-20 16:40:33.187480,Stall 4,tilapia,789.2578977223898
2026-04-20 16:40:33.187480,Stall 4,banana,194.1842079948243
2026-04-20 16:40:33.187480,Stall 5,tomato,599.3102071781149
2026-04-20 16:40:33.187480,Stall 5,milk,351.75653908004807
2026-04-20 16:40:33.187480,Stall 5,tilapia,785.9558752041264
2026-04-20 16:40:33.187480,Stall 5,banana,221.8554272088955
2026-04-20 16:40:33.187480,Stall 6,tomato,665.9459593660883
2026-04-20 16:40:33.187480,Stall 6,milk,379.4398080130341
2026-04-20 16:40:33.187480,Stall 6,tilapia,799.7581623700509
2026-04-20 16:40:33.187480,Stall 6,banana,254.0328687944237
2026-04-20 16:40:33.187480,Stall 7,tomato,603.5346204553373
2026-04-20 16:40:33.187480,Stall 7,milk,377.18609872522944
2026-04-20 16:40:33.187480,Stall 7,tilapia,785.651437517025
2026-04-20 16:40:33.187480,Stall 7,banana,214.34826345457185
2026-04-20 16:40:33.187480,Stall 8,tomato,657.4369025183219
2026-04-20 16:40:33.187480,Stall 8,milk,383.8716854840338
2026-04-20 16:40:33.187480,Stall 8,tilapia,664.8763453377853
2026-04-20 16:40:33.187480,Stall 8,banana,228.3993885377191
2026-04-20 16:40:33.187480,Stall 9,tomato,676.6411491992156
2026-04-20 16:40:33.187480,Stall 9,milk,325.32198184557603
2026-04-20 16:40:33.187480,Stall 9,tilapia,698.0449066794008
2026-04-20 16:40:33.187480,Stall 9,banana,248.59730064941127
2026-04-20 16:40:33.187480,Stall 10,tomato,567.4835364189753
2026-04-20 16:40:33.187480,Stall 10,milk,321.4697719432126
2026-04-20 16:40:33.187480,Stall 10,tilapia,766.0319928850945
2026-04-20 16:40:33.187480,Stall 10,banana,240.89421146667974
2026-04-20 16:40:33.187480,Stall 11,tomato,644.2824042746938
2026-04-20 16:40:33.187480,Stall 11,milk,338.8598524259176
2026-04-20 16:40:33.187480,Stall 11,tilapia,779.6893529746724
2026-04-20 16:40:33.187480,Stall 11,banana,223.34892317144883
2026-04-20 16:40:33.187480,Stall 12,tomato,521.3738515790359
2026-04-20 16:40:33.187480,Stall 12,milk,350.62573373071797
2026-04-20 16:40:33.187480,Stall 12,tilapia,795.8975269730225
2026-04-20 16:40:33.187480,Stall 12,banana,238.89948653476765
2026-04-20 17:10:33.187480,Stall 1,tomato,585.0068605018027
2026-04-20 17:10:33.187480,Stall 1,milk,372.86427171039946
2026-04-20 17:10:33.187480,Stall 1,tilapia,859.3828325193864
2026-04-20 17:10:33.187480,Stall 1,banana,255.0920550128069
2026-04-20 17:10:33.187480,Stall 2,tomato,577.0102088496386
2026-04-20 17:10:33.187480,Stall 2,milk,399.5105344519158
2026-04-20 17:10:33.187480,Stall 2,tilapia,821.9378006362562
2026-04-20 17:10:33.187480,Stall 2,banana,225.67642667588905
2026-04-20 17:10:33.187480,Stall 3,tomato,599.2102892671239
2026-04-20 17:10:33.187480,Stall 3,milk,414.9618609664429
2026-04-20 17:10:33.187480,Stall 3,tilapia,726.0052385298068
2026-04-20 17:10:33.187480,Stall 3,banana,248.85567571696325
2026-04-20 17:10:33.187480,Stall 4,tomato,528.1168827575862
2026-04-20 17:10:33.187480,Stall 4,milk,405.3631077688395
2026-04-20 17:10:33.187480,Stall 4,tilapia,756.2863871741326
2026-04-20 17:10:33.187480,Stall 4,banana,247.32384830227303
2026-04-20 17:10:33.187480,Stall 5,tomato,516.7339548623346
2026-04-20 17:10:33.187480,Stall 5,milk,367.8716659829447
2026-04-20 17:10:33.187480,Stall 5,tilapia,689.735374860704
2026-04-20 17:10:33.187480,Stall 5,banana,197.79065208104234
2026-04-20 17:10:33.187480,Stall 6,tomato,586.6477873071809
2026-04-20 17:10:33.187480,Stall 6,milk,334.44860406580466
2026-04-20 17:10:33.187480,Stall 6,tilapia,769.5201535027653
2026-04-20 17:10:33.187480,Stall 6,banana,215.93019879758822
2026-04-20 17:10:33.187480,Stall 7,tomato,650.6544210704395
2026-04-20 17:10:33.187480,Stall 7,milk,342.2853284972809
2026-04-20 17:10:33.187480,Stall 7,tilapia,687.8148114054243
2026-04-20 17:10:33.187480,Stall 7,banana,197.72921111621446
2026-04-20 17:10:33.187480,Stall 8,tomato,517.5767297432978
2026-04-20 17:10:33.187480,Stall 8,milk,402.62966322863343
